DUID,STATIONID,STATIONNAME,NEM_REGION,NEM_ZONE,NODE,FUEL_TYPE,FUEL_CAT,EMISSIONS,SCHEDULE_TYPE,REG_CAP,MIN_GEN,RR_STARTUP,RR_SHUTDOWN,RR_UP,RR_DOWN,MIN_ON_TIME,MIN_OFF_TIME,SU_COST_COLD,SU_COST_WARM,SU_COST_HOT,VOM,HEAT_RATE,NL_FUEL_CONS,FC_2016-17,SRMC_2016-17
TARRALEA,TARRALEA,Tarraleah Power Station,TAS1,TAS,936.0,Hydro,Hydro,0.0,SCHEDULED,90.0,0.0,1000.0,1000.0,1000.0,1000.0,1.0,1.0,450.0,180.0,270.0,7.0,0.0,0.0,0.0,7.0
FISHER,FISHER,Fisher Power Station,TAS1,TAS,373.0,Hydro,Hydro,0.0,SCHEDULED,43.0,0.0,440.0,440.0,890.0,890.0,1.0,1.0,215.0,86.0,129.0,7.0,0.0,0.0,0.0,7.0
SNUG1,SNUG,SNUGGERY POWER STATION,SA1,SESA,655.0,Diesel oil,Fossil,1.4918,SCHEDULED,63.0,0.0,180.0,180.0,180.0,180.0,1.0,1.0,6300.0,6300.0,6300.0,10.4,13.84615385,0.3,8.582270557,129.2314385145472
SHGEN,SHOALHAV,Shoalhaven Power Station (Bendeela And Kangaroo Valley Power Station And Pumps),NSW1,NCEN,596.0,Hydro,Hydro,0.0,SCHEDULED,240.0,0.0,600.0,600.0,600.0,600.0,1.0,1.0,1200.0,480.0,720.0,7.0,0.0,0.0,0.0,7.0
MACARTH1,MACARTH,Macarthur Wind Farm,VIC1,MEL,621.0,Wind,Wind,0.0,SEMI-SCHEDULED,420.0,0.0,620.0,600.0,630.0,620.0,1.0,1.0,2100.0,840.0,1260.0,0.0,3.6,0.0,0.0,0.0
ER02,ERARING,ERARING POWER STATION,NSW1,NCEN,909.0,Black coal,Fossil,0.96475,SCHEDULED,720.0,230.4,150.0,210.0,300.0,300.0,8.0,8.0,252000.0,28800.0,86400.0,1.0,10.16949153,0.1,2.29,24.288135603700002
ER01,ERARING,ERARING POWER STATION,NSW1,NCEN,909.0,Black coal,Fossil,0.96475,SCHEDULED,720.0,230.4,150.0,210.0,300.0,300.0,8.0,8.0,252000.0,28800.0,86400.0,1.0,10.16949153,0.1,2.29,24.288135603700002
ER03,ERARING,ERARING POWER STATION,NSW1,NCEN,909.0,Black coal,Fossil,0.96475,SCHEDULED,720.0,230.4,150.0,210.0,300.0,300.0,8.0,8.0,252000.0,28800.0,86400.0,1.0,10.16949153,0.1,2.29,24.288135603700002
ER04,ERARING,ERARING POWER STATION,NSW1,NCEN,909.0,Black coal,Fossil,0.96475,SCHEDULED,720.0,230.4,150.0,210.0,300.0,300.0,8.0,8.0,252000.0,28800.0,86400.0,1.0,10.16949153,0.1,2.29,24.288135603700002
LYA2,LOYYANGA,LOY YANG A POWER STATION,VIC1,LV,35.0,Brown coal,Fossil,1.25875,SCHEDULED,530.0,328.6,350.0,430.0,330.0,320.0,16.0,16.0,185500.0,21200.0,63600.0,1.0,13.23529412,0.1,0.616,9.15294117792
LYA1,LOYYANGA,LOY YANG A POWER STATION,VIC1,LV,35.0,Brown coal,Fossil,1.25875,SCHEDULED,560.0,347.2,350.0,430.0,330.0,320.0,16.0,16.0,196000.0,22400.0,67200.0,0.99,13.23529412,0.1,0.616,9.142941177920001
LYA4,LOYYANGA,LOY YANG A POWER STATION,VIC1,LV,35.0,Brown coal,Fossil,1.25875,SCHEDULED,560.0,347.2,350.0,430.0,330.0,320.0,16.0,16.0,196000.0,22400.0,67200.0,1.02,13.23529412,0.1,0.616,9.17294117792
LYA3,LOYYANGA,LOY YANG A POWER STATION,VIC1,LV,35.0,Brown coal,Fossil,1.25875,SCHEDULED,560.0,347.2,350.0,430.0,330.0,320.0,16.0,16.0,196000.0,22400.0,67200.0,1.01,13.23529412,0.1,0.616,9.16294117792
MCKAY1,MCKAY,Bogong / Mackay Power Station,VIC1,NVIC,736.0,Hydro,Hydro,0.0,SCHEDULED,300.0,0.0,3600.0,3600.0,3600.0,3530.0,1.0,1.0,1500.0,600.0,900.0,7.0,0.0,0.0,0.0,7.0
STAN-1,STANWELL,STANWELL POWER STATION,QLD1,CQ,224.0,Black coal,Fossil,0.95068,SCHEDULED,365.0,182.5,180.0,180.0,180.0,180.0,8.0,8.0,127750.0,14600.0,43800.0,3.1,9.89010989,0.1,2.121,24.07692307669
STAN-2,STANWELL,STANWELL POWER STATION,QLD1,CQ,224.0,Black coal,Fossil,0.95068,SCHEDULED,365.0,182.5,180.0,180.0,180.0,180.0,8.0,8.0,127750.0,14600.0,43800.0,3.1,9.89010989,0.1,2.121,24.07692307669
STAN-3,STANWELL,STANWELL POWER STATION,QLD1,CQ,224.0,Black coal,Fossil,0.95068,SCHEDULED,365.0,182.5,180.0,180.0,180.0,180.0,8.0,8.0,127750.0,14600.0,43800.0,3.1,9.89010989,0.1,2.121,24.07692307669
STAN-4,STANWELL,STANWELL POWER STATION,QLD1,CQ,224.0,Black coal,Fossil,0.95068,SCHEDULED,365.0,182.5,180.0,180.0,180.0,180.0,8.0,8.0,127750.0,14600.0,43800.0,3.1,9.89010989,0.1,2.121,24.07692307669
BARCALDN,BARCALDN,Barcaldine Power Station,QLD1,CQ,170.0,Natural Gas (Pipeline),Fossil,1.11024,SCHEDULED,37.0,0.0,180.0,180.0,180.0,180.0,4.0,4.0,3700.0,3700.0,3700.0,10.4,12.85714286,0.3,6.6,95.257142876
AGLSOM,AGLSOM,Somerton Power Station,VIC1,MEL,194.0,Natural Gas (Pipeline),Fossil,0.82609,SCHEDULED,170.0,0.0,600.0,600.0,600.0,600.0,1.0,1.0,17000.0,17000.0,17000.0,10.4,15.0,0.3,6.652307128,110.18460692000001
WATERLWF,WATERLWF,Waterloo Wind Farm,SA1,NSA,125.0,Wind,Wind,0.0,SEMI-SCHEDULED,130.0,0.0,620.0,600.0,630.0,620.0,1.0,1.0,650.0,260.0,390.0,0.0,3.6,0.0,0.0,0.0
URANQ12,URANQ,Uranquinty Power Station,NSW1,SWNSW,448.0,Natural Gas (Pipeline),Fossil,0.73152,SCHEDULED,166.0,0.0,660.0,660.0,660.0,660.0,1.0,1.0,16600.0,16600.0,16600.0,10.4,11.25,0.3,6.49676901,83.48865136250001
URANQ14,URANQ,Uranquinty Power Station,NSW1,SWNSW,448.0,Natural Gas (Pipeline),Fossil,0.73152,SCHEDULED,166.0,0.0,660.0,660.0,660.0,660.0,1.0,1.0,16600.0,16600.0,16600.0,10.4,11.25,0.3,6.49676901,83.48865136250001
URANQ11,URANQ,Uranquinty Power Station,NSW1,SWNSW,448.0,Natural Gas (Pipeline),Fossil,0.73152,SCHEDULED,166.0,0.0,660.0,660.0,660.0,660.0,1.0,1.0,16600.0,16600.0,16600.0,10.4,11.25,0.3,6.49676901,83.48865136250001
URANQ13,URANQ,Uranquinty Power Station,NSW1,SWNSW,448.0,Natural Gas (Pipeline),Fossil,0.73152,SCHEDULED,166.0,0.0,660.0,660.0,660.0,660.0,1.0,1.0,16600.0,16600.0,16600.0,10.4,11.25,0.3,6.49676901,83.48865136250001
MACKAYGT,MACKAY,MACKAY GAS TURBINE,QLD1,NQ,889.0,Diesel oil,Fossil,1.0562799999999999,SCHEDULED,30.0,0.0,600.0,600.0,600.0,600.0,1.0,1.0,3000.0,3000.0,3000.0,10.4,12.85714286,0.3,5.990506562,87.42079867140146
ARWF1,ARWF,Ararat Wind Farm,VIC1,CVIC,303.0,Wind,Wind,0.0,SEMI-SCHEDULED,241.0,0.0,620.0,600.0,630.0,620.0,1.0,1.0,1205.0,482.0,723.0,0.0,3.6,0.0,0.0,0.0
LOYYB1,LOYYB,LOY YANG B POWER STATION,VIC1,LV,774.0,Brown coal,Fossil,1.2323,SCHEDULED,500.0,304.7619047619048,450.0,450.0,540.0,540.0,16.0,16.0,175000.0,20000.0,60000.0,1.0,13.53383459,0.1,0.616,9.336842107439999
LOYYB2,LOYYB,LOY YANG B POWER STATION,VIC1,LV,774.0,Brown coal,Fossil,1.2323,SCHEDULED,500.0,304.7619047619048,450.0,450.0,540.0,540.0,16.0,16.0,175000.0,20000.0,60000.0,1.01,13.53383459,0.1,0.616,9.346842107439999
LONSDALE,LONSDALE,Lonsdale Power Station,SA1,ADE,11.0,Diesel oil,Fossil,0.657,SCHEDULED,21.0,0.0,180.0,180.0,180.0,180.0,1.0,1.0,2100.0,2100.0,2100.0,10.88332,13.84615385,0.3,8.582270557,129.71475851454719
SNOWSTH1,SNOWSTH,Snowtown South Wind Farm,SA1,NSA,407.0,Wind,Wind,0.0,SEMI-SCHEDULED,126.0,0.0,620.0,600.0,630.0,620.0,1.0,1.0,630.0,252.0,378.0,0.0,3.6,0.0,0.0,0.0
SNOWTWN1,SNOWTOWN,Snowtown Wind Farm Units 1 And 47,SA1,NSA,870.0,Wind,Wind,0.0,SEMI-SCHEDULED,99.0,0.0,620.0,600.0,630.0,620.0,1.0,1.0,495.0,198.0,297.0,0.0,3.6,0.0,0.0,0.0
SITHE01,SITHE,SMITHFIELD ENERGY FACILITY,NSW1,NCEN,181.0,Natural Gas (Pipeline),Fossil,0.6171300000000001,SCHEDULED,160.0,0.0,60.0,180.0,70.0,180.0,1.0,1.0,4000.0,800.0,2400.0,7.0,8.780487805,0.3,5.825201823,58.148113568515264
ANGAST1,ANGASTON,ANGASTON POWER STATION,SA1,NSA,294.0,Diesel oil,Fossil,0.657,SCHEDULED,50.0,0.0,180.0,180.0,180.0,180.0,1.0,1.0,5000.0,5000.0,5000.0,10.88332,13.84615385,0.3,8.582270557,129.71475851454719
BALDHWF1,BHWF,Bald Hills Wind Farm,VIC1,MEL,496.0,Wind,Wind,0.0,SEMI-SCHEDULED,106.0,0.0,620.0,600.0,630.0,620.0,1.0,1.0,530.0,212.0,318.0,0.0,3.6,0.0,0.0,0.0
MACKNTSH,MACKNTSH,Mackintosh Power Station,TAS1,TAS,830.0,Hydro,Hydro,0.0,SCHEDULED,80.0,0.0,1000.0,1000.0,1800.0,1800.0,1.0,1.0,400.0,160.0,240.0,7.0,0.0,0.0,0.0,7.0
SNOWNTH1,SNOWNTH,Snowtown Wind Farm Stage 2 North,SA1,NSA,870.0,Wind,Wind,0.0,SEMI-SCHEDULED,144.0,0.0,620.0,600.0,630.0,620.0,1.0,1.0,720.0,288.0,432.0,0.0,3.6,0.0,0.0,0.0
MEADOWBK,MEADOWBK,Meadowbank Power Station,TAS1,TAS,676.0,Hydro,Hydro,0.0,SCHEDULED,40.0,0.0,290.0,290.0,480.0,480.0,1.0,1.0,200.0,80.0,120.0,7.0,0.0,0.0,0.0,7.0
MERCER01,MTMERCER,Mt Mercer Wind Farm,VIC1,MEL,304.0,Wind,Wind,0.0,SEMI-SCHEDULED,131.0,0.0,620.0,600.0,630.0,620.0,1.0,1.0,655.0,262.0,393.0,0.0,3.6,0.0,0.0,0.0
JBUTTERS,JBUTTERS,John Butters Power Station,TAS1,TAS,938.0,Hydro,Hydro,0.0,SCHEDULED,144.0,0.0,1610.0,1610.0,1730.0,1730.0,1.0,1.0,720.0,288.0,432.0,7.0,0.0,0.0,0.0,7.0
AGLHAL,AGLHAL,Hallett Power Station,SA1,NSA,9.0,Natural Gas (Pipeline),Fossil,1.18618,SCHEDULED,180.0,0.0,600.0,600.0,600.0,600.0,1.0,1.0,18000.0,18000.0,18000.0,10.4,15.0,0.3,6.319350734,105.19026101000001
SWAN_E,SWANBANK,Swanbank B Power Station & Swanbank E Gas Turbine,QLD1,SEQ,918.0,Natural Gas (Pipeline),Fossil,0.44078999999999996,SCHEDULED,385.0,0.0,620.0,640.0,640.0,640.0,4.0,4.0,9625.0,1925.0,5775.0,7.0,7.659574468,0.3,6.9442,60.1896170206856
